hie	PAVD	hier	hièr
artûs	NE.Dat.Sg	Artûs	Artûs
dem	DDART.Masc.Dat.Sg.*	dem	dër
künic	NA.Masc.Dat.Sg.st	küninge	küning
her	ADJN.Masc.Dat.Sg.*	hêr	hêre
.	$_	.	.
	
bî	APPR	bî	bî
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
lebte	VVFIN.*.Past.Sg.3	lebete	lëben
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
êren	NA.Fem.Dat.Pl.*	êren	êre
alsô	AVD	alsô	allsô
schône	AVD	schône	schône
,	$_	,	,
daz	KOUS	daz	dazz
nie	AVD	nie	niè
houbet	NA.Neut.Nom.Sg.st	houbet	houbet
under	APPR	under	unter
crône	NA.Fem.Dat.Sg.st	krône	krône
in	APPR	in	in
sô	AVD	sô	sô
grôzen	ADJA.Pos.*.Dat.Pl.*	grôzen	grôz
êren	NA.Fem.Dat.Pl.*	êren	êre
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gesehen	VVPP	gesehen	sëhen
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
man	PI.*.Nom.Sg.st	man	man
mit	APPR	mit	mit
der	DDART.Fem.Dat.Sg.*	der	dër
wârheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
jehen	VVINF	jehen	jëhen
,	$_	,	,
wan	KO*	wan	wante
iu	PPER.*.Dat.Pl.2	iu	ir
dicke	AVD	dicke	dicke
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
vil	NA.Neut.Nom.Sg.st	vile	vile
geseit	VVPP	geseit	sagen
von	APPR	von	von
des	DDART.Masc.Gen.Sg.*	des	dër
künges	NA.Masc.Gen.Sg.st	küninges	küning
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
,	$_	,	,
waz	PW.Neut.Akk.Sg.st	waz	wër
er	PPER.Masc.Nom.Sg.3	er	ër
êren	NA.Fem.Gen.Pl.*	êren	êre
begie	VVFIN.Ind.Past.Sg.3	begie	begân
.	$_	.	.
	
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
gelîch	ADJD.Pos	gelîch	gelîch
der	DDS.Masc.Nom.Sg.*	der	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
nie	AVD	nie	niè
gesehen	VVPP	gesehen	sëhen
in	APPR	in	in
allen	DIA.*.Dat.Pl.st	allen	all
landen	NA.Neut.Dat.Pl.st	landen	lant
.	$_	.	.
	
sîn	DPOSA.Masc.Nom.Sg.*	sîn	sîn
hôher	ADJA.Pos.Masc.Nom.Sg.st	hôher	hôh
prîs	NA.Masc.Nom.Sg.st	prîs	prîs
vor	APPR	vore	vore
schanden	NA.Fem.Dat.Pl.*	schanden	schante
was	VAFIN.Ind.Past.Sg.3	was	wësen
wol	AVD	wole	wole
mit	APPR	mit	mit
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
behuot	VVPP	behuot	behüèten
:	$_	:	:
nâch	APPR	nâch	nâh
êren	NA.Fem.Dat.Pl.*	êren	êre
sô	AVD	sô	sô
ranc	VVFIN.Ind.Past.Sg.3	ranc	ringen
ie	AVD	ie	iè
sîn	DPOSA	sîn	sîn
muot	NA.Masc,Neut.Nom.Sg.st	muot	muot
.	$_	.	.
	
artûs	NE.Nom.Sg	Artûs	Artûs
der	DDART.Masc.Nom.Sg.*	der	dër
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîch	ADJN.Masc.Nom.Sg.*	rîche	rîche
het	VAFIN.*.Past.Sg.3	hæte	haben
drî	CARDA.*.Akk.Pl.st	drî	drî
swester	NA.Fem.Akk.Pl.st	swester	swëster
minneclîch	ADJD.Pos	minniclich	minniglich
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
ein	CARDS.Fem.Nom.Sg.*	ein	èin
diu	DDS.Fem.Nom.Sg.*	diu	dër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
seifê	NE.Nom.Sg	Seife	Sèife
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
ander	DIS.Fem.Nom.Sg.wk	ander	ander
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
anthonjê	NE.Nom.Sg	Antonie	Antonius
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
dritte	ADJA.Pos.Fem.Nom.Sg.wk	dritte	dritt
olimpîâ	NE.Nom.Sg	Olimpîâ	Olimpîâ
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
.	$_	.	.
	
der	DDART.Fem.Gen.Sg.*	der	dër
rehten	ADJA.Pos.Fem.Gen.Sg.wk	rehten	rëht
wirdekeit	NA.Fem.Gen.Sg.st	wirdicheit	wirdighèit
geniez	DDS.Neut.Nom.Sg.st	jenez	jèner
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
an	APPR	an	ane
den	DDART.*.Dat.Pl.*	den	dër
drîen	CARDA.*.Dat.Pl.st	drîen	drî
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
mohte	VMFIN.*.Past.Sg.3	mohte	mügen
ieclîche	DIS.Fem.Akk.Sg.st	iegelîche	iègelich
schouwen	VVINF	schouwen	schouwen
sît	AVD	sît	sîd
under	APPR	under	unter
küniges	NA.Masc.Gen.Sg.st	küninges	küning
krone	NA.Fem.Akk.Sg.st	krône	krône
vor	APPR	vore	vore
ir	DPOSA.Neut.Gen.Sg.*	ire	ire
landes	NA.Neut.Gen.Sg.st	landes	lant
fürsten	NA.Masc.Dat.Pl.wk	vürsten	vürste
schône	ADJN	schoene	schoène
.	$_	.	.
	
seifen	NE.Akk.Sg	Seifen	Sèife
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
lôt	NE.Nom.Sg	Lôt	Lôt
:	$_	:	:
nâch	APPR	nâch	nâh
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
minne	NA.Fem.Dat.Sg.st	minne	minne
was	VAFIN.Ind.Past.Sg.3	was	wësen
im	PPER.Masc.Dat.Sg.3	im	ër
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
.	$_	.	.
	
anthonjen	NE.Akk.Sg	Antonien	Antonius
die	DDART.Fem.Akk.Sg.*	die	dër
werd	NA.Fem.Akk.Sg.st	werde	wërd
erkant	VVPP	erkant	erkènnen
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
von	APPR	von	von
grîtenlant	NE.Dat.Sg	Grîtenlant	Grîtenlant
.	$_	.	.
	
olimpjâ	NE.Nom.Sg	Olimpîâ	Olimpiâ
diu	DDS.Fem.Nom.Sg.*	diu	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
minneclîch	ADJD.Pos	minniclich	minniglich
,	$_	,	,
die	DDS.Fem.Akk.Sg.*	die	dër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
von	APPR	von	von
franken	NE.Dat.Sg	Franken	Franken
rîch	ADJD.Pos	rîche	rîche
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
edel	ADJA.Pos.Fem.Nom.Sg.*	edel	èdele
seife	NA.Fem.Nom.Sg.*	seife	sèife
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
lôt	NE.Nom.Sg	Lôt	Lôt
diu	DDART.Fem.Nom.Sg.*	diu	dër
rehte	ADJA.Pos.Fem.Nom.Sg.wk	rehte	rëht
liebe	NA.Fem.Nom.Sg.*	liebe	lièbe
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
gebôt	NA.Neut.Akk.Sg.st	gebot	gebot
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
ein	DIART.Fem.Akk.Sg.*	ein	èin
ander	DIA	ander	ander
minne	NA.Fem.Akk.Sg.st	minne	minne
von	APPR	von	von
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
und	KON	und	unte
von	APPR	von	von
sinne	NA.Masc.Dat.Sg.st	sinne	sinn
truogen	VVFIN.*.Past.Pl.3	truogen	tragen
âne	APPR	âne	âne
wankels	NA.Neut.Gen.Sg.st	wankels	wankel
vâr	NA.Fem.Akk.Sg.st	vâr	vâre
.	$_	.	.
	
seifê	CARDS.Masc.Akk.Pl.st	sibene	<unknown>
bî	APPR	bî	bî
im	PPER.Masc.Dat.Sg.3	im	ër
gebar	VVFIN.Ind.Past.Sg.3	gebar	gebëren
vier	CARDA.Neut.Akk.Pl.*	vier	vièr
kint	NA.Neut.Akk.Pl.st	kint	kind
,	$_	,	,
diu	DDS.Neut.Nom.Pl.*	diu	dër
wurden	VAFIN.*.Past.Pl.3	wurden	wërden
wert	ADJD.Pos	wert	wërd
,	$_	,	,
ir	DPOSA.Neut.Nom.Sg.*	ire	ire
herze	NA.Neut.Nom.Sg.wk	herze	hërze
niht	NA.Neut.Akk.Sg.st	niht	niht
wan	KOKOM	wan	wan
êren	NA.Fem.Gen.Pl.*	êren	êre
gert	VVFIN.Ind.Pres.Sg.3	gert	gëren
:	$_	:	:
bêâcurs	NE.Nom.Sg	Beacurs	<unknown>
unde	KON	unde	unte
gâwân	NE.Nom.Sg	Gâwân	Gâwân
(	$_	(	(
ietweder	DIA.Masc.Nom.Sg.*	ietweder	ièdwëder
hôhen	ADJA.Pos.Masc.Akk.Sg.*	hôhen	hôh
prîs	NA.Masc.Akk.Sg.st	prîs	prîs
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
)	$_	)	)
und	KON	und	unte
die	DDART.Fem.Akk.Sg.*	die	dër
clâren	ADJA.Pos.Fem.Akk.Sg.wk	klâren	klâr
itonî	NE.Akk.Sg	Itonî	<unknown>
und	KON	und	unte
die	DDART.*.Akk.Pl.*	die	dër
süezen	ADJA.Pos.*.Akk.Pl.wk	süezen	süèze
gundrî	NA.Fem.Akk.Pl.st	gundere	gunder
,	$_	,	,
die	DDART.Fem.Akk.Pl.*	die	dër
juncfrowen	NA.Fem.Akk.Pl.st	juncvrouwen	jungvrouwe
werde	VAFIN.Subj.Pres.Sg.3	werde	wërden
erkant	VVPP	erkant	erkènnen
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
künigîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
von	APPR	von	von
grîtenlant	NE.Dat.Sg	Grîtenlant	Grîtenlant
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
einn	DIART.Masc.Akk.Sg.st	einen	èin
sun	NA.Masc.Akk.Sg.st	sun	sun
,	$_	,	,
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
gaharet	NE.Nom.Sg	Gâharet	Gaharet
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
ouch	AVD	ouch	ouch
gern	AVD	gerne	gërne
daz	DDART.Neut.Akk.Sg.*	daz	dër
beste	ADJA.Sup.Neut.Akk.Sg.wk	bezziste	bèzzist
tet	VVFIN.*.Past.Sg.3	tet	tuon
.	$_	.	.
	
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
gewuohs	VVFIN.Ind.Past.Sg.3	gewuohs	gewahsen
zeinem	APPR|DIART.Masc.Dat.Sg.st	ze|einem	ze|èin
man	NA.Masc.Dat.Sg.st	manne	mann
,	$_	,	,
vil	AVD	vile	vile
hôhen	ADJA.Pos.Masc.Akk.Sg.*	hôhen	hôh
prîs	NA.Masc.Akk.Sg.st	prîs	prîs
er	PPER.Masc.Nom.Sg.3	er	ër
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
.	$_	.	.
	
von	APPR	von	von
franken	NA.Masc.Dat.Pl.*	Vranken	Vranke
rîch	ADJA.Pos	rîche	rîche
olimpîâ	NE.Nom.Sg	Olimpîâ	Olimpîâ
diu	DDS.Fem.Nom.Sg.*	diu	dër
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
einn	DIART.Masc.Akk.Sg.st	einen	èin
sun	NA.Masc.Akk.Sg.st	sun	sun
,	$_	,	,
den	DDS.Masc.Akk.Sg.*	den	dër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
man	PI.*.Nom.Sg.st	man	man
sâ	AVD	sâ	sâr
in	APPR	in	in
der	DDART.Fem.Dat.Sg.*	der	dër
toufe	NA.Fem.Dat.Sg.st	toufe	toufe
meleranz	NE.Nom.Sg	Meleranz	Meleranz
,	$_	,	,
des	DDS.Masc.Gen.Sg.*	des	dër
prîs	NA.Masc.Nom.Sg.st	prîs	prîs
mit	APPR	mit	mit
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ganz	ADJD.Pos	ganz	ganz
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
hübesch	ADJD.Pos	hövisch	hövisch
und	KON	und	unte
curteis	ADJD.Pos	kurtois	kurtois
:	$_	:	:
man	PI.*.Nom.Sg.st	man	man
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
in	PPER.Masc.Akk.Sg.3	in	ër
wan	KOKOM	wan	wan
den	DDART.Masc.Akk.Sg.*	den	dër
brituneis	NE.Akk.Sg	Brituneis	Brituneîs
.	$_	.	.
	
durch	APPR	durch	durh
artûs	NE.Gen.Sg	Artûs	Artûs
liebe	NA.Fem.Akk.Sg.st	liebe	lièbe
tet	VVFIN.*.Past.Sg.3	tet	tuon
man	PI.*.Nom.Sg.st	man	man
daz	KOUS	daz	dazz
sîn	DPOSA	sîn	sîn
herze	NA.Neut.Nom.Sg.wk	herze	hërze
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
nie	AVD	nie	niè
vergaz	VVFIN.Ind.Past.Sg.3	vergaz	vergëzzen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
artûse	NE.Dat.Sg	Artûse	Artûs
vil	AVD	vile	vile
gelîch	ADJD.Pos	gelîch	gelîch
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
küngîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
zôch	VVFIN.Ind.Past.Sg.3	zôch	zièhen
in	PPER.Masc.Akk.Sg.3	in	ër
lieplîch	AVD	lieplîche	lièblîche
unz	KOUS	unz	unze
er	PPER.Masc.Nom.Sg.3	er	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
zwelf	CARDA.Neut.Akk.Pl.*	zwelif	zwèliv
jâr	NA.Neut.Akk.Pl.st	jâr	jâr
alt	ADJD.Pos	alt	alt
.	$_	.	.
	
sîn	DPOSA.Masc.Nom.Sg.*	sîn	sîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
was	VAFIN.Ind.Past.Sg.3	was	wësen
clâr	ADJD.Pos	klâr	klâr
und	KON	und	unte
wol	AVD	wole	wole
gestalt	ADJD.Pos	gestalt	gestalt
und	KON	und	unte
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
sô	AVD	sô	sô
tugentlîch	AVD	tugentlîche	tugendlîche
gemuot	VVPP	gemuot	müèjen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
lîp	NA.Masc.Akk.Sg.st	lîp	lîb
noch	KON	noch	noh
daz	DDART.Neut.Akk.Sg.*	daz	dër
guot	NA.Neut.Akk.Sg.st	guot	guot
vor	APPR	vore	vore
êren	NA.Fem.Dat.Pl.*	êren	êre
niht	PTKNEG	niht	niht
ensparte	PTKNEG|VVFIN.*.Past.Sg.3	en|sparte	ne|sparen
.	$_	.	.
	
vil	AVD	vile	vile
wol	AVD	wole	wole
er	PPER.Masc.Nom.Sg.3	er	ër
sich	PRF.Akk.*.*	sich	sich
bewarte	VVFIN.*.Past.Sg.3	bewarte	bewaren
vor	APPR	vore	vore
aller	DIA.*.Gen.Pl.st	aller	all
slahte	NA.Fem.Gen.Pl.st	slahte	slahte
valscheit	NA.Fem.Dat.Sg.st	valschheit	valschhèit
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
muot	NA.Masc.Nom.Sg.st	muot	muot
ie	AVD	ie	iè
nâch	APPR	nâch	nâh
dem	DDART.Masc.Dat.Sg.*	dem	dër
besten	ADJA.Sup.Masc.Dat.Sg.wk	bezzisten	bèzzist
streit	VVFIN.Ind.Past.Sg.3	streit	strîten
.	$_	.	.
	
mit	APPR	mit	mit
grôzem	ADJA.Pos.Masc.Dat.Sg.st	grôzem	grôz
vlîz	NA.Masc.Dat.Sg.st	vlîze	vlîz
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
er	PPER.Masc.Nom.Sg.3	er	ër
gezogen	VVPP	gezogen	zièhen
,	$_	,	,
an	APPR	an	ane
werder	ADJA.Pos.Fem.Dat.Sg.st	werder	wërd
fuore	NA.Fem.Dat.Sg.st	vuore	vuore
niht	PTKNEG	niht	niht
betrogen	VVPP	betrogen	betriègen
.	$_	.	.
	
im	PPER.Masc.Dat.Sg.3	im	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
dicke	AVD	dicke	dicke
vor	PTKVZ	vore	vore
geseit	VVPP	geseit	sagen
von	APPR	von	von
sînes	DPOSA.Masc.Gen.Sg.st	sînes	sîn
oeheims	NA.Masc.Gen.Sg.st	oeheimes	<unknown>
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
ân	APPR	âne	âne
alle	DIA.Fem.Akk.Sg.st	alle	all
schande	NA.Fem.Akk.Sg.st	schande	schante
lebt	VVFIN.*.Past.Sg.3	lebete	lëben
in	APPR	in	in
sînem	DPOSA.Neut.Dat.Sg.st	sînem	sîn
lande	NA.Neut.Dat.Sg.st	lande	lant
und	KON	und	unte
waz	PW.Neut.Akk.Sg.st	waz	wër
man	PI.*.Nom.Sg.st	man	man
fröuden	NA.Fem.Gen.Pl.*	vröuweden	vröuwede
fünde	VVFIN.Subj.Past.Sg.3	vünte	vinden
dâ	AVD	dâ	dâr
.	$_	.	.
	
nu	AVD	nû	nû
gedâht	VVFIN.*.Past.Sg.3	gedâhte	gedènken
der	DDART.Masc.Nom.Sg.*	der	dër
juncherre	NA.Masc.Nom.Sg.wk	junchêrre	junghêrre
sâ	AVD	sâ	sâr
:	$_	:	:
<benamen	AVD	abenamen	abenamen
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
besehen	VVINF	besehen	besëhen
.	$_	.	.
	
mîns	DPOSA.Masc.Gen.Sg.st	mînes	mîn
willen	NA.Masc.Gen.Sg.*	willen	wille
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
nieman	DIA.*.Dat.Sg.st	nieman	nièmannd
jehen	VVINF	jehen	jëhen
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
mîne	DPOSA.Fem.Akk.Sg.st	mîne	mîn
reise	NA.Fem.Akk.Sg.st	reise	rèise
heln	VVINF	heln	hëlen
und	KON	und	unte
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
mich	PRF.Akk.Sg.st	mich	ich
heimlîch	AVD	heimelîche	hèimelîche
ûz	PTKVZ	ûz	ûz
versteln	VVINF	versteln	verstëlen
,	$_	,	,
daz	KOUS	daz	dazz
des	DDS.Neut.Gen.Sg.*	des	dër
ieman	DIA.*.Nom.Sg.st	ieman	ièmannd
werde	VAFIN.Subj.Pres.Sg.3	werde	wërden
gewar	ADJD.Pos	gewar	geware
,	$_	,	,
und	KON	und	unte
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
alleine	AVD	aleine	allèine
rîten	VVINF	rîten	rîten
dar	AVD	dar	dâr
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
ieman	DIA.*.Dat.Sg.st	iemanne	ièmannd
sî	VAFIN.Subj.Pres.Sg.1	sî	sîn
bekant	VVPP	bekant	bekènnen
,	$_	,	,
swenn	AVG	swenne	swanne
ich	PPER.*.Nom.Sg.1	ich	ich
kum	VVFIN.*.Pres.Sg.1	kume	komen
in	APPR	in	in
mîns	DPOSA.Masc.Gen.Sg.st	mînes	mîn
oeheims	NA.Masc.Gen.Sg.*	oeheimes	oèhèime
lant	NA.Neut.Akk.Sg.st	lant	lant
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
besehen	VVINF	besehen	besëhen
,	$_	,	,
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
wie	AVW	wie	wiè
man	PI.*.Nom.Sg.st	man	man
einen	DIART.Masc.Akk.Sg.st	einen	èin
frömden	ADJA.Pos.Masc.Akk.Sg.*	vremeden	vrèmede
man	NA.Masc.Akk.Sg.st	man	mann
in	APPR	in	in
sînem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
hove	NA.Masc.Dat.Sg.st	hove	hov
grüeze	VVFIN.Subj.Pres.Sg.3	grüeze	grüèzen
.	$_	.	.
	
got	NA.Masc.Nom.Sg.st	got	got
gebe	VVFIN.Subj.Pres.Sg.3	gebe	gëben
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
müeze	VMFIN.Subj.Pres.Sg.1	müeze	müèzen
schier	AVD	schier	schière
den	DDART.Masc.Akk.Sg.*	den	dër
oeheim	NA.Masc.Akk.Sg.*	oeheim	oèhèime
mîn	DPOSN.Masc.Akk.Sg.*	mîn	mîn
gesehen	VVINF	gesehen	gesëhen
:	$_	:	:
sô	AVD	sô	sô
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
mir	PPER.*.Dat.Sg.1	mir	ich
liebers	ADJA.Pos.Neut.Gen.Sg.st	liebers	lièb
niht	NA.Neut.Nom.Sg.st	niht	niht
geschehen	VVINF	geschehen	geschëhen
.	$_	.	.
	
mir	PPER.*.Dat.Sg.1	mir	ich
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
sô	AVD	sô	sô
dicke	AVD	dicke	dicke
vor	PTKVZ	vore	vore
geseit	VVPP	geseit	sagen
von	APPR	von	von
mînes	DPOSA.Masc.Gen.Sg.st	mînes	mîn
oeheims	NA.Masc.Gen.Sg.*	oeheimes	oèhèime
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
kûme	AVD	kûme	kûme
erbîte	VVFIN.*.Pres.Sg.1	erbîte	erbîten
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
dâ	PAVD	dâ	dâr
hin	PAVAP	hin	hine
gerîte.>	VVFIN.*.Past.Sg.1	gerîte	<unknown>
einem	DIART.Masc.Dat.Sg.st	einem	èin
juncherren	NA.Masc.Dat.Sg.wk	junchêrren	junghêrre
winct	VVFIN.Ind.Pres.Sg.3	winket	winken
er	PPER.Masc.Nom.Sg.3	er	ër
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
heiz	AVD	heize	hèize
mir	PPER.*.Dat.Sg.1	mir	ich
bringen	VVINF	bringen	bringen
her	AVD	her	hëre
daz	DDART.Neut.Akk.Sg.*	daz	dër
allerbeste	ADJA.Sup.Neut.Akk.Sg.wk	allerbezzeste	allerbèzzest
kastelân	NA.Neut.Akk.Sg.st	kastelân	kastelân
daz	DRELS.Neut.Akk.Sg	daz	dër
mîn	DPOSA.Masc.Nom.Sg.*	mîn	mîn
vater	NA.Masc.Nom.Sg.st	vater	vater
müge	VMFIN.Subj.Pres.Sg.3	müge	mügen
hân.>	VAINF	hân	haben
in	APPR	in	in
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
kamer	NA.Fem.Akk.Sg.st	kamer	kamere
gie	VVFIN.Ind.Past.Sg.3	gie	gân
er	PPER.Masc.Nom.Sg.3	er	ër
zehant	AVD	zehant	zehant
.	$_	.	.
	
an	PTKVZ	an	ane
legt	VVFIN.*.Past.Sg.3	legete	lègen
er	PPER.Masc.Nom.Sg.3	er	ër
ein	DIART.Neut.Akk.Sg.*	ein	èin
rîch	ADJA.Pos.Neut.Akk.Sg.*	rîche	rîche
gewant	NA.Neut.Akk.Sg.st	gewant	gewant
als	KO*	als	allsô
einem	DIART.Masc.Dat.Sg.st	einem	èin
knehte	NA.Masc.Dat.Sg.st	knehte	knëht
wol	AVD	wole	wole
zam	VVFIN.Ind.Past.Sg.3	zam	zëmen
.	$_	.	.
	
einen	DIART.Masc.Akk.Sg.st	einen	èin
bogen	NA.Masc.Akk.Sg.wk	bogen	boge
und	KON	und	unte
ein	DIART	ein	èin
swert	NA.Neut.Akk.Sg.st	swert	swërt
er	PPER.Masc.Nom.Sg.3	er	ër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
,	$_	,	,
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
an	APPR	an	ane
den	DDART.*.Dat.Pl.*	den	dër
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
wolt	VMFIN.*.Past.Sg.3	wolte	wèllen
kurzwîlen	NA.Fem.Akk.Pl.st	kurzewîlen	kurzewîle
rîten	VVINF	rîten	rîten
.	$_	.	.
	
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
hof	NA.Masc.Akk.Sg.st	hof	hov
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
er	PPER.Masc.Nom.Sg.3	er	ër
zehant	AVD	zehant	zehant
dâ	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
ein	DIART	ein	èin
ros	NA.Neut.Akk.Sg.st	ros	ross
gesatelt	VVPP	gesatelt	satelen
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
starc	ADJD.Pos	starc	stark
schoen	ADJD.Pos	schoene	schoène
unde	KON	unde	unte
guot	ADJD.Pos	guot	guot
.	$_	.	.
	
und	KON	und	unte
habe	VAIMP.Sg.2	habe	haben
mich	PPER.*.Akk.Sg.1	mich	ich
ouch	AVD	ouch	ouch
in	APPR	in	in
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
huot	NA.Fem.Dat.Sg.st	huote	huote
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
knabe	NA.Masc.Nom.Sg.*	knabe	knabe
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
mîn	DPOSA	mîn	mîn
,	$_	,	,
got	NA.Masc.Nom.Sg.st	got	got
