welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
êre	NA.Fem.Akk.Sg.st	êre	êre
het	VAFIN.*.Past.Sg.3	hæte	haben
ze	APPR	ze	ze
hûs	NA.Neut.Dat.Sg.st	hûse	hûs
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
lebte	VVFIN.*.Past.Sg.3	lebete	lëben
rehte	AVD	rehte	rëhte
als	KO*	als	allsô
artûs	NE.Nom.Sg	Artûs	Artûs
mit	APPR	mit	mit
rehter	ADJA.Pos.Fem.Dat.Sg.st	rehter	rëht
ritterschefte	NA.Fem.Dat.Sg.st	ritterschafte	rîtæreschaft
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
ot	AVD	ot	ëht
wol	AVD	wole	wole
die	DDART.*.Akk.Pl.*	die	dër
crefte	NA.Fem.Akk.Pl.st	krefte	kraft
an	APPR	an	ane
lîbe	NA.Masc.Dat.Sg.st	lîbe	lîb
und	KON	und	unte
an	APPR	an	ane
guote	NA.Neut.Dat.Sg.st	guote	guot
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
blüete	VVFIN.*.Past.Sg.3	blüejete	blüèjen
in	APPR	in	in
hôhem	ADJA.Pos.Masc,Neut.Dat.Sg.st	hôhem	hôh
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
.	$_	.	.
	
swenn	AVG	swenne	swanne
er	PPER.Masc.Nom.Sg.3	er	ër
niht	PTKNEG	niht	niht
ritterschefte	NA.Fem.Gen.Sg.st	ritterschafte	rîtæreschaft
pflac	VVFIN.Ind.Past.Sg.3	pflac	pflëgen
,	$_	,	,
sô	AVD	sô	sô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
sus	AVD	sus	sus
selten	AVD	selten	sëltene
der	DDART.Masc.Nom.Sg.*	der	dër
tac	NA.Masc.Nom.Sg.st	tac	tag
,	$_	,	,
ern	PPER.Masc.Nom.Sg.3|PTKNEG	er|ne	ër|ne
haete	VAFIN.*.Past.Sg.3	hæte	haben
volle	ADJA.Pos.Fem.Akk.Sg.st	volle	voll
hôchgezît	NA.Fem.Akk.Sg.st	hôchgezît	hôhgezît
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
hof	NA.Masc.Nom.Sg.st	hof	hov
der	DDS.Masc.Nom.Sg.*	der	dër
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
âne	APPR	âne	âne
nît	NA.Masc.Akk.Sg.st	nît	nîd
.	$_	.	.
	
die	DDS.*.Nom.Pl.*	die	dër
tanzten	VVFIN.*.Past.Pl.3	tanzeten	tanzen
unde	KON	unde	unte
sungen	VVFIN.*.Past.Pl.3	sungen	singen
von	APPR	von	von
allen	DIA.*.Dat.Pl.st	allen	all
ordenungen	NA.Fem.Dat.Pl.*	ordenungen	ordenunge
,	$_	,	,
sô	AVD	sô	sô
redten	VVFIN.*.Past.Pl.3	redeten	rèden
die	DDS.*.Nom.Pl.*	die	dër
von	APPR	von	von
minne	NA.Fem.Dat.Sg.st	minne	minne
und	KON	und	unte
heten	VAFIN.*.Past.Pl.3	hæten	haben
in	APPR	in	in
ir	DPOSA	ire	ire
sinne	NA.Masc.Dat.Sg.st	sinne	sinn
wie	AVW	wie	wiè
si	PPER.*.Nom.Pl.3	si	ër
gedienen	VVINF	gedienen	gediènen
mohten	VMFIN.*.Past.Pl.3	mohten	mügen
dâ	PAVD	dâ	dâr
mite	PAVAP	mite	mite
si	PPER.*.Nom.Pl.3	si	ër
wol	AVD	wole	wole
getohten	VVFIN.*.Past.Pl.3	getohten	getugen
den	DDART.*.Dat.Pl.*	den	dër
meiden	NA.Fem.Dat.Pl.st	meiden	maged
und	KON	und	unte
den	DDART.*.Dat.Pl.*	den	dër
vrowen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
,	$_	,	,
sô	AVD	sô	sô
begunden	VVFIN.*.Past.Pl.3	begunden	beginnen
die	DDS.*.Nom.Pl.*	die	dër
schouwen	VVINF	schouwen	schouwen
den	DDART.Masc.Akk.Sg.*	den	dër
buhurt	NA.Masc.Akk.Sg.st	bûhurt	bûhurt
vor	APPR	vore	vore
dem	DDART.Masc,Neut.Dat.Sg.*	dem	dër
palas	NA.Masc,Neut.Dat.Sg.st	palase	palas
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
hûs	NA.Neut.Nom.Sg.st	hûs	hûs
also	AVD	alsô	allsô
gestiftet	VVPP	gestiftet	stiften
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
dar	PAVD	dâr	dâr
in	PAVAP	in	in
niewan	AVD	niuwan	niuwan
vröude	NA.Fem.Akk.Sg.st	vröuwede	vröuwede
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
.	$_	.	.
	
trûren	NA.Neut.Nom.Sg.st	trûren	trûren
dâ	AVD	dâ	dâr
vil	AVD	vile	vile
gar	AVD	gar	gare
verswant	VVFIN.Ind.Past.Sg.3	verswant	verswinten
.	$_	.	.
	
nû	AVD	nû	nû
lâze	VVFIN.*.Pres.Pl.1	lâzen	lâzen
wir	PPER.*.Nom.Pl.1	wir	wir
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
stân	VVINF	stân	stân
unde	KON	unde	unte
heben	VVFIN.*.Pres.Pl.1	heben	hèben
aber	AVD	aber	aber
an	PTKVZ	an	ane
,	$_	,	,
wie	AVW	wie	wiè
dietwart	NE.Nom.Sg	Dietwart	Diètwart
der	DDART.Masc.Nom.Sg.*	der	dër
rîche	ADJA.Pos.Masc.Nom.Sg.wk	rîche	rîche
lebte	VVFIN.*.Past.Sg.3	lebete	lëben
sô	AVD	sô	sô
vürstlîche	AVD	vürstlîche	vürstlîche
als	KO*	als	allsô
artûs	NE.Nom.Sg	Artûs	Artûs
ie	AVD	ie	iè
gelebete	VVFIN.*.Past.Sg.3	gelebete	gelëben
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
herze	NA.Neut.Nom.Sg.wk	herze	hërze
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
strebete	VVFIN.*.Past.Sg.3	strebete	strëben
daz	KOUS	daz	dazz
milte	NA.Fem.Nom.Sg.*	milte	milte
unde	KON	unde	unte
êre	NA.Fem.Nom.Sg.*	êre	êre
und	KON	und	unte
tugent	NA.Fem.Nom.Sg.*	tugent	tugende
noch	AVD	noch	noh
mêre	AVD.Comp	mêre	mêre
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
pflac	VVFIN.Ind.Past.Sg.3	pflac	pflëgen
unde	KON	unde	unte
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
rât	NA.Masc.Nom.Sg.st	rât	rât
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
entwichen	VVFIN.*.Past.Pl.3	entwichen	entwîchen
im	PPER.Masc.Dat.Sg.3	im	ër
an	APPR	an	ane
keiner	DIA.Fem.Dat.Sg.st	keiner	kèin
stat	NA.Fem.Dat.Sg.st	stat	stat
.	$_	.	.
	
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
lâze	VVFIN.*.Pres.Pl.1	lâzen	lâzen
wir	PPER.*.Nom.Pl.1	wir	wir
nû	AVD	nû	nû
sîn	VAINF	sîn	sîn
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
êren	NA.Fem.Gen.Pl.*	êren	êre
vollen	ADJA.Pos.Masc.Akk.Sg.*	vollen	voll
schrîn	NA.Masc.Akk.Sg.st	schrîn	schrîn
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
als	AVD	als	allsô
manegiu	DIA.Neut.Akk.Pl.st	manigiu	manig
jâr	NA.Neut.Akk.Pl.st	jâr	jâr
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
allez	DIA.Neut.Akk.Sg.st	allez	all
daz	DDS.Neut.Akk.Sg.*	daz	dër
sô	AVD	sô	sô
gar	AVD	gar	gare
mit	APPR	mit	mit
tugenden	NA.Fem.Dat.Pl.*	tugenden	tugende
beslozzen	VVPP	beslozzen	beslièzen
und	KON	und	unte
was	VAFIN.Ind.Past.Sg.3	was	wësen
daran	PAVD|PAVAP	dâr|an	dâr|ane
unverdrozzen	ADJD.Pos	unverdrozzen	unverdrozzen
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
in	PPER.Masc.Akk.Sg.3	in	ër
ouch	AVD	ouch	ouch
nie	AVD	nie	niè
dâ	PAVD	dâ	dâr
hin	PAVAP	hin	hine
komen	VVINF	komen	komen
swâ	AVG	swâ	swâr
untât	NA.Fem.Nom.Sg.st	untât	untât
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
vernomen	VVPP	vernomen	vernëmen
.	$_	.	.
	
dannoch	AVD	dannoch	dannoh
het	VAFIN.*.Past.Sg.3	hæte	haben
er	PPER.Masc.Nom.Sg.3	er	ër
einen	DIART.Masc.Akk.Sg.st	einen	èin
site	NA.Masc.Akk.Sg.*	site	site
,	$_	,	,
dâ	PAVD	dâ	dâr
übergulte	VVFIN.Subj.Past.Sg.3	übergülte	übergëlten
er	PPER.Masc.Nom.Sg.3	er	ër
allez	AVD	allez	allezz
mite	PAVAP	mite	mite
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
ze	APPR	ze	ze
tugenden	NA.Fem.Dat.Pl.*	tugenden	tugende
ie	AVD	ie	iè
begie	VVFIN.Ind.Past.Sg.3	begie	begân
an	APPR	an	ane
beiden	DIA.*.Dat.Pl.st	beiden	bèide
orten	NA.Masc,Neut.Dat.Pl.st	orten	ort
dort	AVD	dort	dort
und	KON	und	unte
hie	AVD	hier	hièr
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
got	NA.Masc.Akk.Sg.st	got	got
tougen	AVD	tougen	tougen
mit	APPR	mit	mit
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
und	KON	und	unte
mit	APPR	mit	mit
ougen	NA.Neut.Dat.Pl.wk	ougen	ouge
minnete	VVFIN.*.Past.Sg.3	minnete	minnen
swâ	AVG	swâ	swâr
er	PPER.Masc.Nom.Sg.3	er	ër
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
.	$_	.	.
	
darzuo	PAVD|PAVAP	dâr|zuo	dâr|zuo
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
ein	DIART	ein	èin
stunde	NA.Fem.Akk.Sg.st	stunde	stunte
ouch	AVD	ouch	ouch
in	APPR	in	in
dem	DDART.Masc.Dat.Sg.*	dem	dër
tage	NA.Masc.Dat.Sg.st	tage	tag
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
got	NA.Masc.Akk.Sg.st	got	got
ruofte	VVFIN.*.Past.Sg.3	ruofte	rüèfen
an	PTKVZ	an	ane
umbe	APPR	umbe	umbe
sîner	DPOSA.Fem.Gen.Sg.st	sîner	sîn
sêle	NA.Fem.Gen.Sg.st	sêle	sêle
heil	NA.Neut.Akk.Sg.st	heil	hèil
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART.Masc.Nom.Sg.*	ein	èin
der	DDART.Masc.Nom.Sg.*	der	dër
beste	ADJA.Sup.Masc.Nom.Sg.wk	bezziste	bèzzist
teil	NA.Masc.Nom.Sg.st	teil	tèil
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
im	PPER.Masc.Dat.Sg.3	im	ër
got	NA.Masc.Nom.Sg.st	got	got
ze	APPR	ze	ze
sînem	DPOSA.Masc,Neut.Dat.Sg.st	sînem	sîn
leben	NA.Masc,Neut.Dat.Sg.st	lebene	lëben
in	APPR	in	in
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
werlte	NA.Fem.Dat.Sg.st	werlte	wërelt
het	VAFIN.*.Past.Sg.3	hæte	haben
gegeben	VVPP	gegeben	gëben
.	$_	.	.
	
alsô	AVD	alsô	allsô
lebte	VVFIN.*.Past.Sg.3	lebete	lëben
dietwart(	NE.Nom.Sg	Dietwart	Diètwart
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
wâr	ADJD.Pos	wâr	wâr
)	$_	)	)
in	APPR	in	in
blüenden	ADJA.Pos.*.Dat.Pl.*	blüejenten	blüèjen
tugende	NA.Fem.Dat.Pl.*	tugenden	tugende
drîzec	CARDA.Neut.Akk.Pl.*	drîzic	drîzig
jâr	NA.Neut.Akk.Pl.st	jâr	jâr
unz	KOUS	unz	unze
er	PPER.Masc.Nom.Sg.3	er	ër
gewuohs	VVFIN.Ind.Past.Sg.3	gewuohs	gewahsen
vil	AVD	vile	vile
nâch	AVD	nâch	nâh
ze	APPR	ze	ze
man	NA.Masc.Dat.Sg.st	manne	mann
.	$_	.	.
	
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART	ein	èin
site	NA.Fem,Masc.Nom.Sg.*	site	site
alsô	AVD	alsô	allsô
getân	VVPP	getân	tuon
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
junc	ADJD.Pos	junc	jung
oder	KON	oder	oder
alt	ADJD.Pos	alt	alt
oder	KON	oder	oder
swie	AVG	swie	swiè
er	PPER.Masc.Nom.Sg.3	er	ër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
gestalt	VVPP	gestalt	stèllen
,	$_	,	,
arm	ADJD.Pos	arm	arm
oder	KON	oder	oder
rîche	ADJD.Pos	rîche	rîche
,	$_	,	,
man	PI.*.Nom.Sg.st	man	man
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
in	PPER.Masc.Akk.Sg.3	in	ër
sicherlîche	AVD	sicherlîche	sicherlîche
nimmer	AVD	niemer	nièmer
gewinnen	VVINF	gewinnen	gewinnen
wîbes	NA.Neut.Gen.Sg.st	wîbes	wîb
teil	NA.Masc,Neut.Akk.Sg.st	teil	tèil
noch	KON	noch	noh
versuochen	VVINF	versuochen	versuochen
solh	DDA.Neut.Akk.Sg.*	solich	solich
meil	NA.Neut.Akk.Sg.st	meil	mèil
,	$_	,	,
daz	KOUS	daz	dazz
minne	NA.Fem.Nom.Sg.*	minne	minne
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
genant	VVPP	genant	nènnen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
site	NA.Masc.Nom.Sg.*	site	site
was	VAFIN.Ind.Past.Sg.3	was	wësen
dô	AVD	dô	dô
übr	APPR	über	über
alliu	DIA.Neut.Akk.Pl.st	alliu	all
lant	NA.Neut.Akk.Pl.st	lant	lant
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
wert	VVFIN.Ind.Pres.Sg.3	wert	wëren
man	PI.*.Nom.Sg.st	man	man
man	NA.Masc.Akk.Pl.st	manne	mann
und	KON	und	unte
wîben	NA.Neut.Dat.Pl.st	wîben	wîb
.	$_	.	.
	
des	KON	des	dës
muosten	VMFIN.*.Past.Pl.3	muosten	müèzen
starc	ADJD.Pos	starc	stark
belîben	VVINF	belîben	belîben
die	DDART.*.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
bî	APPR	bî	bî
den	DDART.*.Dat.Pl.*	den	dër
jâren	NA.Neut.Dat.Pl.st	jâren	jâr
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
ouch	AVD	ouch	ouch
si	PPER.Masc.Akk.Pl.3	si	ër
gebâren	VVINF	gebâren	gebâren
vil	AVD	vile	vile
vroelîche	AVD	vroelîche	vroèlîche
unde	KON	unde	unte
wol	AVD	wole	wole
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
wârn	VAFIN.Ind.Past.Pl.3	wârn	wësen
dô	AVD	dô	dô
tugende	NA.Fem.Gen.Pl.st	tugende	tugende
vol	ADJD.Pos	vol	voll
durch	APPR	durch	durh
den	DDART.Masc.Akk.Sg.*	den	dër
kiuschlîchen	ADJA.Pos.Masc.Akk.Sg.*	kiuschlîchen	kiuschlich
site	NA.Masc.Akk.Sg.*	site	site
:	$_	:	:
dô	PAVD	dâ	dâr
wonte	VVFIN.*.Past.Sg.3	wonete	wonen
in	PPER.*.Dat.Pl.3	in	ër
reiniu	ADJA.Pos.Fem.Nom.Sg.st	reiniu	rèine
vuore	NA.Fem.Nom.Sg.*	vuore	vuore
mite	PTKVZ	mite	mite
.	$_	.	.
	
sît	KOUS	sît	sîd
der	DDART.Masc.Nom.Sg.*	der	dër
site	NA.Masc.Nom.Sg.*	site	site
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
hin	AVD	hin	hine
getân	VVPP	getân	tuon
,	$_	,	,
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
die	DDART.Fem.Akk.Sg.*	die	dër
vrouwen	NA.Fem.Akk.Sg.st	vrouwen	vrouwe
und	KON	und	unte
die	DRELS.Fem.Akk.Sg	die	dër
man	PI.*.Nom.Sg.st	man	man
ê	AVD	êr	êr
ir	DPOSA.*.Akk.Pl.*	ire	ire
tage	NA.Masc.Akk.Pl.st	tage	tag
ze	APPR	ze	ze
einander	DIA	einander	èinander
gît	VVFIN.Ind.Pres.Sg.3	gît	gëben
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
diu	DDART.Fem.Nom.Sg.*	diu	dër
werlt	NA.Fem.Nom.Sg.st	werlt	wërelt
bî	APPR	bî	bî
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
zît	NA.Fem.Dat.Sg.st	zît	zît
an	APPR	an	ane
manegen	DIA.*.Dat.Pl.st	manigen	manig
sachen	NA.Fem.Dat.Pl.*	sachen	sache
gar	AVD	gar	gare
ze	PTKA	ze	ze
kranc	ADJD.Pos	kranc	krank
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
haben	VAINF	haben	haben
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
undanc	NA.Masc.Akk.Sg.st	undanc	undank
der	DRELS.Masc.Nom.Sg	der	dër
uns	PPER.*.Dat.Pl.1	uns	wir
den	DDART.Masc.Akk.Sg.*	den	dër
site	NA.Masc.Akk.Sg.*	site	site
brâhte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
und	KON	und	unte
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
von	AVD	von	vone
êrste	AVD.Sup	êrste	êreste
gedâhte	VVFIN.Ind.Past.Sg.3	gedâhte	gedènken
.	$_	.	.
	
nû	AVD	nû	nû
lâze	VVFIN.*.Pres.Pl.1	lâzen	lâzen
wir	PPER.*.Nom.Pl.1	wir	wir
den	DDART.Masc.Akk.Sg.*	den	dër
site	NA.Masc.Akk.Sg.*	site	site
stên	VVINF	stên	stân
.	$_	.	.
	
dirre	DDS.Masc.Nom.Sg.*	dirre	dise
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
jenen	DDS.*.Dat.Pl.st	jenen	jèner
niht	PTKNEG	niht	niht
ergên	VVINF	ergên	ergân
.	$_	.	.
	
doch	AVD	doch	doh
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
einez	DIART.Neut.Gen.Sg.st	eines	èin
mezzen	VVINF	mezzen	mëzzen
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
ich	PPER.*.Nom.Sg.1	ich	ich
niht	PTKNEG	niht	niht
mac	VMFIN.Ind.Pres.Sg.1	mac	mügen
vergezzen	VVINF	vergezzen	vergëzzen
.	$_	.	.
	
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
dô	AVD	dô	dô
die	DDART.*.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
starc	ADJD.Pos	starc	stark
,	$_	,	,
sô	AVD	sô	sô
sints	PPER.*.Nom.Pl.3|PPER.Neut.Gen.Sg.3	si|es	ër|ër
nû	AVD	nû	nû
ungetriuwe	ADJD.Pos	ungetriuwe	ungetriuwe
unt	KON	und	unte
karc	ADJD.Pos	karc	karg
.	$_	.	.
	
swie	AVG	swie	swiè
gerne	AVD	gerne	gërne
ein	DIART	ein	èin
man	NA.Masc.Nom.Sg.st	man	mann
nû	AVD	nû	nû
taete	VVFIN.Subj.Past.Sg.3	tæte	tuon
,	$_	,	,
sô	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
sô	AVD	sô	sô
vil	NA.Neut.Nom.Sg.st	vile	vile
der	DDART.*.Gen.Pl.*	der	dër
valschen	ADJA.Pos.*.Gen.Pl.wk	valschen	valsch
raete	NA.Masc.Gen.Pl.st	ræte	rât
,	$_	,	,
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
deheim	DIA.Masc.Dat.Sg.st	decheinem	dehèin
getriuwen	ADJA.Pos.Masc.Dat.Sg.wk	getriuwen	getriuwe
man	NA.Masc.Dat.Sg.st	manne	mann
rehter	ADJA.Pos.Fem.Gen.Sg.st	rehter	rëht
vuore	NA.Fem.Gen.Sg.st	vuore	vuore
niht	PTKNEG	niht	niht
engan	PTKNEG|VVFIN.Ind.Pres.Sg.3	en|gan	ne|gunnen
,	$_	,	,
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
doch	AVD	doch	doh
gerne	AVD	gerne	gërne
taete	VVFIN.Subj.Past.Sg.3	tæte	tuon
.	$_	.	.
	
nû	AVD	nû	nû
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
diu	DDART.Fem.Nom.Sg.*	diu	dër
werlt	NA.Fem.Nom.Sg.st	werlt	wërelt
sô	AVD	sô	sô
unstaete	ADJD.Pos	unstæte	unstæte
,	$_	,	,
daz	DDART.Neut.Nom.Sg.*	daz	dër
unvuore	NA.Neut.Nom.Sg.st	unvuore	unvuore
und	KON	und	unte
unzuht	NA.Fem.Nom.Sg.st	unzuht	unzuht
zuo	APPR	zuo	ze
den	DDART.*.Dat.Pl.*	den	dër
liuten	NA.Masc,Neut.Dat.Pl.st	liuten	liut
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
nû	AVD	nû	nû
vluht	NA.Fem.Akk.Sg.st	vluht	vluht
.	$_	.	.
	
der	DDART.*.Gen.Pl.*	der	dër
besten	ADJA.Sup.*.Gen.Pl.wk	bezzisten	bèzzist
vuor	NA.Neut.Nom.Sg.st	viur	wâr
der	DRELS.*.Gen.Pl	der	dër
man	NA.Masc.Nom.Sg.st	man	mann
nû	AVD	nû	nû
pfliget	VVFIN.Ind.Pres.Sg.3	pfliget	pflëgen
,	$_	,	,
deist	DDS.Neut.Nom.Sg.*|VAFIN.Ind.Pres.Sg.3	daz|ist	dër|sîn
daz	KOUS	daz	dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
schande	NA.Fem.Nom.Sg.*	schande	schante
nû	AVD	nû	nû
wiget	VVFIN.Ind.Pres.Sg.3	wiget	wëgen
ze	PTKA	ze	ze
vaste	AVD	vaste	vaste
vür	APPR	vür	vüre
die	DDART.Fem.Akk.Sg.*	die	dër
êre	NA.Fem.Akk.Sg.st	êre	êre
.	$_	.	.
	
swelhez	DGS.Masc.Gen.Sg.st	sweliches	swèlich
ende	NA.Neut.Akk.Sg.st	ende	ènde
ich	PPER.*.Nom.Sg.1	ich	ich
kêre	VVFIN.*.Pres.Sg.1	kêre	kêren
,	$_	,	,
dâ	AVD	dâ	dâr
vinde	VVFIN.*.Pres.Sg.1	vinde	vinden
ich	PPER.*.Nom.Sg.1	ich	ich
niht	NA.Neut.Akk.Sg.st	niht	niht
wan	KOKOM	wan	wan
untât	NA.Fem.Akk.Sg.st	untât	untât
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
êre	NA.Fem.Nom.Sg.*	êre	êre
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
ze	APPR	ze	ze
hove	NA.Masc.Dat.Sg.st	hove	hov
ir	DPOSA	ire	ire
stat	NA.Fem.Akk.Sg.st	stat	stat
,	$_	,	,
owê	ITJ|ITJ	ô|wê	ô|wê
,	$_	,	,
leider	AVD	leider	lèider
gar	AVD	gar	gare
verlorn	VVPP	verloren	verlièsen
.	$_	.	.
	
sît	KOUS	sît	sîd
diu	DDART.Fem.Nom.Sg.*	diu	dër
êre	NA.Fem.Nom.Sg.*	êre	êre
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ab	PTKVZ	ab	abe
geborn	VVPP	geboren	gebëren
und	KON	und	unte
daz	KOUS	daz	dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
schande	NA.Fem.Nom.Sg.*	schande	schante
vür	APPR	vür	vüre
sich	PRF.Akk.*.*	sich	sich
gêt	VVFIN.Ind.Pres.Sg.3	gêt	gân
und	KON	und	unte
die	DDART.Fem.Nom.Sg.*	die	dër
êre	NA.Fem.Nom.Sg.*	êre	êre
hinden	AVD	hinden	hintene
stêt	VVFIN.Ind.Pres.Sg.3	stêt	stân
:	$_	:	:
daz	DDS.Neut.Akk.Sg.*	daz	dër
macht	VVFIN.Ind.Pres.Sg.3	machet	machen
der	DDART.Masc.Nom.Sg.*	der	dër
vürste	NA.Masc.Nom.Sg.wk	vürste	vürste
bloede	ADJN.Masc.Nom.Sg.wk	bloede	bloède
,	$_	,	,
daz	KOUS	daz	dazz
ir	DPOSA	ire	ire
hove	NA.Masc.Nom.Pl.st	höve	hov
stênt	VVFIN.Ind.Pres.Pl.3	stênt	stân
sô	AVD	sô	sô
oede	AVD	oede	<unknown>
.	$_	.	.
	
ouch	AVD	ouch	ouch
waene	VVFIN.*.Pres.Sg.1	wæne	wænen
ich	PPER.*.Nom.Sg.1	ich	ich
mich	PRF.Akk.Sg.st	mich	ich
selben	DDS.Masc.Akk.Sg.st	selben	sëlb
trüge	VVFIN.Subj.Past.Sg.1	trüege	tragen
,	$_	,	,
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDART.Masc.Akk.Pl.*	die	dër
vürsten	NA.Masc.Akk.Pl.wk	vürsten	vürste
nû	AVD	nû	nû
züge	VVFIN.Subj.Past.Sg.1	züge	zièhen
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
in	PPER.*.Dat.Pl.3	in	ër
des	DDS.Neut.Gen.Sg.*	des	dër
vor	PTKVZ	vore	vore
gesage	VVFIN.*.Pres.Sg.1	gesage	gesagen
,	$_	,	,
dâ	PAVD	dâ	dâr
mit	PAVAP	mit	mite
ich	PPER.*.Nom.Sg.1	ich	ich
si	PPER.Fem.Akk.Sg.3	si	ër
nû	AVD	nû	nû
gar	AVD	gar	gare
verjage	VVFIN.*.Pres.Sg.1	verjage	verjagen
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
enruochent	PTKNEG|VVFIN.Ind.Pres.Pl.3	en|ruochent	ne|ruochen
waz	PW.Neut.Akk.Sg.st	waz	wër
